DTCCode,Description
B2545,System Power Relay Circuit Short to Battery
B2546,System Power Relay Circuit Failure
B2550,LAMP DOME OUTPUT Circuit Short to Ground
B2553,Disable Signal Output Circuit Short to Battery
B2554,LAMP DOME OUTPUT Circuit Failure
B2555,LAMP DOME OUTPUT Circuit Short to Battery
B2556,Enable Signal Circuit Short to Battery
B2557,Left Power Sliding Door Open/Close Output Circuit Short to Battery
B2558,Right Power Sliding Door Open/Close Output Circuit Short to Battery
B2559,Aux A/C Blower Motor Relay Circuit Short to Battery
B2560,Aux A/C Blower Motor Relay Circuit Short to Ground
B2561,Aux A/C Blower Speed 1 Circuit Failure
B2562,Aux A/C Blower Speed 1 Circuit Short to Ground
B2563,Aux A/C Blower Speed 2 Circuit Failure
B2564,Aux A/C Blower Speed 2 Circuit Short to Ground
B2565,Right Tail Lamp Circuit Failure
B2566,Right Tail Lamp Circuit Short to Ground
B2567,Reverse Mirror Output Circuit Failure
B2568,Reverse Mirror Output Circuit Short to Ground
B2569,Liftgate Disarm Switch Circuit Short to Ground
B2570,Right Lamp Outage Signal Circuit Short to Ground
B2571,Left Lamp Outage Signal Circuit Short to Ground
B2580,Aux Blower Sense Switch Circuit Failure
B2581,Passenger Seat Occupant Detection Circuit Short To Ground
B2582,Passenger Seat Occupant Detection Circuit Open
B2583,Child Seat Detection Circuit Short to Ground
B2584,Child Seat Detection Circuit Open
B2585,Anti Theft Input Signal Circuit Short To Battery
B2586,Headlamp Mode Select Circuit Failure
B2587,Passenger Seat Occupant Detection Circuit Short To Battery
B2588,Child Seat Detection Circuit Short To Battery
B2589,Unexpected Door Reversal During Close
B2590,Vehicle Park/Speed Signal Circuit Failure
B2591,Detent Signal Missing During Unlatch
B2592,PSD Not Fully Closed (Module Commanded Successfully)
B2593,Power Sliding Door Opened During Module Close Command
B2594,No Movement Detected After an Unlatch During Power Open
B2595,Anti Theft Input Signal Circuit Failure
B2596,Headlamp Aim Output Relay Circuit Short To Battery
B2597,Headlamp Aim Output Relay Circuit Failure
B2598,Headlamp Relay Circuit Failure
B2599,Tailgate Release Open Circuit
B2600,Double Locking Door Motor Frozen
B2601,No Latch Signal Sensed on Closing and Door Reversed
B2602,Missing Latch Signal During Power Sliding Door Unlatch
B2603,PSD Not Fully Closed During Self-Test
B2604,Power Sliding Door On/Off Switch Open Circuit
B2605,Disable Signal Open Circuit
B2606,A/C Temperature Sensor Out of Range
U1000,SCP (J1850) Invalid or Missing Data for Primary Id
U1001,SCP (J1850) Invalid or Missing Data for Primary Id
U1002,SCP (J1850) Invalid or Missing Data for Primary Id
U1003,SCP (J1850) Invalid or Missing Data for Primary Id
U1004,SCP (J1850) Invalid or Missing Data for EEC Programming
U1005,SCP (J1850) Invalid or Missing Data for EEC Programming
U1006,SCP (J1850) Invalid or Missing Data for Primary Id
U1007,SCP (J1850) Invalid or Missing Data for Primary Id
U1008,SCP (J1850) Invalid or Missing Data for Engine Torque
U1009,SCP (J1850) Invalid or Missing Data for Engine Torque
U1010,SCP (J1850) Invalid or Missing Data for Engine Air Intake
U1011,SCP (J1850) Invalid or Missing Data for Engine Air Intake
U1012,SCP (J1850) Invalid or Missing Data for Primary Id
U1013,SCP (J1850) Invalid or Missing Data for Primary Id
U1014,SCP (J1850) Invalid or Missing Data for Primary Id
U1015,SCP (J1850) Invalid or Missing Data for Primary Id
U1016,SCP (J1850) Invalid or Missing Data for Primary Id
U1017,SCP (J1850) Invalid or Missing Data for Primary Id
U1018,SCP (J1850) Invalid or Missing Data for Throttle
U1019,SCP (J1850) Invalid or Missing Data for Throttle
U1020,SCP (J1850) Invalid or Missing Data for Air Conditioning Clutch
U1021,SCP (J1850) Invalid or Missing Data for Air Conditioning Clutch
U1022,SCP (J1850) Invalid or Missing Data for Primary Id
U1023,SCP (J1850) Invalid or Missing Data for Primary Id
U1024,SCP (J1850) Invalid or Missing Data for Primary Id
U1025,SCP (J1850) Invalid or Missing Data for Primary Id
U1026,SCP (J1850) Invalid or Missing Data for Engine RPM
U1027,SCP (J1850) Invalid or Missing Data for Engine RPM
U1028,SCP (J1850) Invalid or Missing Data for Primary Id
U1029,SCP (J1850) Invalid or Missing Data for Primary Id
U1030,SCP (J1850) Invalid or Missing Data for Experimental #1
U1031,SCP (J1850) Invalid or Missing Data for Experimental #1
U1032,SCP (J1850) Invalid or Missing Data for Primary Id
U1033,SCP (J1850) Invalid or Missing Data for Primary Id
U1034,SCP (J1850) Invalid or Missing Data for Primary Id
U1035,SCP (J1850) Invalid or Missing Data for Primary Id
U1036,SCP (J1850) Invalid or Missing Data for Wheels
U1037,SCP (J1850) Invalid or Missing Data for Wheels
U1038,SCP (J1850) Invalid or Missing Data for Primary Id
U1039,SCP (J1850) Invalid or Missing Data for Primary Id / Vehicle Speed
U1040,SCP (J1850) Invalid or Missing Data for Vehicle Speed
U1041,SCP (J1850) Invalid or Missing Data for Vehicle Speed
U1042,SCP (J1850) Invalid or Missing Data for Traction Control
U1043,SCP (J1850) Invalid or Missing Data for Traction Control
U1044,SCP (J1850) Invalid or Missing Data for Traction Motor
U1045,SCP (J1850) Invalid or Missing Data for Traction Motor
U1046,SCP (J1850) Invalid or Missing Data for Primary Id
U1047,SCP (J1850) Invalid or Missing Data for Primary Id
U1048,SCP (J1850) Invalid or Missing Data for Primary Id
U1049,SCP (J1850) Invalid or Missing Data for Primary Id
U1050,SCP (J1850) Invalid or Missing Data for Brakes
U1051,SCP (J1850) Invalid or Missing Data for Brakes
U1052,SCP (J1850) Invalid or Missing Data for Steering / Steering Wheel
U1053,SCP (J1850) Invalid or Missing Data for Steering / Steering Wheel
U1054,SCP (J1850) Invalid or Missing Data for Primary Id
U1055,SCP (J1850) Invalid or Missing Data for Primary Id
U1056,SCP (J1850) Invalid or Missing Data for Vehicle Configuration
U1057,SCP (J1850) Invalid or Missing Data for Vehicle Configuration
U1058,SCP (J1850) Invalid or Missing Data for Transmission / Transaxle / PRNDL
U1059,SCP (J1850) Invalid or Missing Data for Transmission / Transaxle / PRNDL
U1060,SCP (J1850) Invalid or Missing Data for Primary Id
U1061,SCP (J1850) Invalid or Missing Data for Primary Id
U1062,SCP (J1850) Invalid or Missing Data for Primary Id
U1063,SCP (J1850) Invalid or Missing Data for Primary Id
U1064,SCP (J1850) Invalid or Missing Data for Primary Id
U1065,SCP (J1850) Invalid or Missing Data for Primary Id
U1066,SCP (J1850) Invalid or Missing Data for Primary Id
U1067,SCP (J1850) Invalid or Missing Data for Primary Id
U1068,SCP (J1850) Invalid or Missing Data for Primary Id
U1069,SCP (J1850) Invalid or Missing Data for Primary Id
U1070,SCP (J1850) Invalid or Missing Data for Engine Sensors
U1071,SCP (J1850) Invalid or Missing Data for Engine Sensors
U1072,SCP (J1850) Invalid or Missing Data for Engine Coolant
U1073,SCP (J1850) Invalid or Missing Data for Engine Coolant
U1074,SCP (J1850) Invalid or Missing Data for Engine Oil
U1075,SCP (J1850) Invalid or Missing Data for Engine Oil Temp
U1076,SCP (J1850) Invalid or Missing Data for Primary Id
U1077,SCP (J1850) Invalid or Missing Data for Primary Id
U1078,SCP (J1850) Invalid or Missing Data for Primary Id
U1079,SCP (J1850) Invalid or Missing Data for Primary Id
U1080,SCP (J1850) Invalid or Missing Data for Primary Id
U1081,SCP (J1850) Invalid or Missing Data for Primary Id
U1082,SCP (J1850) Invalid or Missing Data for Engine Systems Other
U1083,SCP (J1850) Invalid or Missing Data for Engine Systems Other
U1084,SCP (J1850) Invalid or Missing Data for Powertrain Status Request
U1085,SCP (J1850) Invalid or Missing Data for Powertrain Status Request
U1086,SCP (J1850) Invalid or Missing Data for Primary Id
U1087,SCP (J1850) Invalid or Missing Data for Primary Id
U1088,SCP (J1850) Invalid or Missing Data for Suspension
U1089,SCP (J1850) Invalid or Missing Data for Suspension
U1090,SCP (J1850) Invalid or Missing Data for Non-Legislated Diagnostics
U1091,SCP (J1850) Invalid or Missing Data for Non-Legislated Diagnostics
U1092,SCP (J1850) Invalid or Missing Data for Primary Id
U1093,SCP (J1850) Invalid or Missing Data for Primary Id
U1094,SCP (J1850) Invalid or Missing Data for Experimental #2
U1095,SCP (J1850) Invalid or Missing Data for Experimental #2
U1096,SCP (J1850) Invalid or Missing Data for Primary Id
U1097,SCP (J1850) Invalid or Missing Data for Primary Id
U1098,SCP (J1850) Invalid or Missing Data for Vehicle Speed Control
U1099,SCP (J1850) Invalid or Missing Data for Vehicle Speed Control
U1100,SCP (J1850) Invalid or Missing Data for Primary Id
U1101,SCP (J1850) Invalid or Missing Data for Primary Id
U1102,SCP (J1850) Invalid or Missing Data for Primary Id
U1103,SCP (J1850) Invalid or Missing Data for Primary Id
U1104,SCP (J1850) Invalid or Missing Data for Chassis Status Request
U1105,SCP (J1850) Invalid or Missing Data for Chassis Status Request
U1106,SCP (J1850) Invalid or Missing Data for Legislated Diagnostics
U1107,SCP (J1850) Invalid or Missing Data for Legislated Diagnostics
U1108,SCP (J1850) Invalid or Missing Data for Electric Traction Drive (Inverter)
U1109,SCP (J1850) Invalid or Missing Data for Electric Traction Drive (Inverter)
U1110,SCP (J1850) Invalid or Missing Data for Primary Id
U1111,SCP (J1850) Invalid or Missing Data for Primary Id
U1112,SCP (J1850) Invalid or Missing Data for Primary Id
U1113,SCP (J1850) Invalid or Missing Data for Primary Id
U1114,SCP (J1850) Invalid or Missing Data for Charging System
U1115,SCP (J1850) Invalid or Missing Data for Charging System
U1116,SCP (J1850) Invalid or Missing Data for Electrical Energy Management
U1117,SCP (J1850) Invalid or Missing Data for Electrical Energy Management
U1118,SCP (J1850) Invalid or Missing Data for Primary Id
U1119,SCP (J1850) Invalid or Missing Data for Primary Id
U1120,SCP (J1850) Invalid or Missing Data for Primary Id
U1121,SCP (J1850) Invalid or Missing Data for Primary Id
U1122,SCP (J1850) Invalid or Missing Data for Odometer
U1123,SCP (J1850) Invalid or Missing Data for Odometer
U1124,SCP (J1850) Invalid or Missing Data for Primary Id
U1125,SCP (J1850) Invalid or Missing Data for Primary Id
U1126,SCP (J1850) Invalid or Missing Data for Primary Id
U1127,SCP (J1850) Invalid or Missing Data for Primary Id
U1128,SCP (J1850) Invalid or Missing Data for Primary Id
U1129,SCP (J1850) Invalid or Missing Data for Primary Id
U1130,SCP (J1850) Invalid or Missing Data for Fuel System
U1131,SCP (J1850) Invalid or Missing Data for Fuel System
U1132,SCP (J1850) Invalid or Missing Data for Vehicle Motion
U1133,SCP (J1850) Invalid or Missing Data for Vehicle Motion
U1134,SCP (J1850) Invalid or Missing Data for Ignition Switch / Starter
U1135,SCP (J1850) Invalid or Missing Data for Ignition Switch / Starter
U1136,SCP (J1850) Invalid or Missing Data for Telltales
U1137,SCP (J1850) Invalid or Missing Data for Telltales
U1138,SCP (J1850) Invalid or Missing Data for Primary Id
U1139,SCP (J1850) Invalid or Missing Data for Primary Id
U1140,SCP (J1850) Invalid or Missing Data for Gateway
U1141,SCP (J1850) Invalid or Missing Data for Gateway
U1142,SCP (J1850) Invalid or Missing Data for Primary Id
U1143,SCP (J1850) Invalid or Missing Data for Primary Id
U1144,SCP (J1850) Invalid or Missing Data for Primary Id
U1145,SCP (J1850) Invalid or Missing Data for Primary Id
U1146,SCP (J1850) Invalid or Missing Data for Vehicle Security
U1147,SCP (J1850) Invalid or Missing Data for Vehicle Security
U1148,SCP (J1850) Invalid or Missing Data for Audio Control
U1149,SCP (J1850) Invalid or Missing Data for Audio Control
U1150,SCP (J1850) Invalid or Missing Data for Audible Warnings
U1151,SCP (J1850) Invalid or Missing Data for Audible Warnings
U1152,SCP (J1850) Invalid or Missing Data for Experimental #3
U1153,SCP (J1850) Invalid or Missing Data for Experimental #3
U1154,SCP (J1850) Invalid or Missing Data for Compact Disc
U1155,SCP (J1850) Invalid or Missing Data for Compact Disc
U1156,SCP (J1850) Invalid or Missing Data for Digital Signal Processing
U1157,SCP (J1850) Invalid or Missing Data for Digital Signal Processing
U1158,SCP (J1850) Invalid or Missing Data for Antenna
U1159,SCP (J1850) Invalid or Missing Data for Antenna
U1160,SCP (J1850) Invalid or Missing Data for Primary Id
U1161,SCP (J1850) Invalid or Missing Data for Primary Id
U1162,SCP (J1850) Invalid or Missing Data for Digital Audio Tape
U1163,SCP (J1850) Invalid or Missing Data for Digital Audio Tape
U1164,SCP (J1850) Invalid or Missing Data for Tuner / Receiver
U1165,SCP (J1850) Invalid or Missing Data for Tuner / Receiver
U1166,SCP (J1850) Invalid or Missing Data for Cassette Tape
U1167,SCP (J1850) Invalid or Missing Data for Cassette Tape
U1168,SCP (J1850) Invalid or Missing Data for Primary Id
U1169,SCP (J1850) Invalid or Missing Data for Primary Id
U1170,SCP (J1850) Invalid or Missing Data for Cellular Phone / Paging System
U1171,SCP (J1850) Invalid or Missing Data for Cellular Phone / Paging System
U1172,SCP (J1850) Invalid or Missing Data for Remote Button Control
U1173,SCP (J1850) Invalid or Missing Data for Remote Button Control
U1174,SCP (J1850) Invalid or Missing Data for Primary Id
U1175,SCP (J1850) Invalid or Missing Data for Primary Id
U1176,SCP (J1850) Invalid or Missing Data for Primary Id
U1177,SCP (J1850) Invalid or Missing Data for Primary Id
U1178,SCP (J1850) Invalid or Missing Data for Climate Control (HVAC)
U1179,SCP (J1850) Invalid or Missing Data for Climate Control (HVAC)
U1180,SCP (J1850) Invalid or Missing Data for Personalization (Memory) Features
U1181,SCP (J1850) Invalid or Missing Data for Personalization (Memory) Features
U1182,SCP (J1850) Invalid or Missing Data for Primary Id
U1183,SCP (J1850) Invalid or Missing Data for Primary Id
U1184,SCP (J1850) Invalid or Missing Data for Window Wiper / Washer
U1185,SCP (J1850) Invalid or Missing Data for Window Wiper / Washer
U1186,SCP (J1850) Invalid or Missing Data for Primary Id
U1187,SCP (J1850) Invalid or Missing Data for Primary Id
U1188,SCP (J1850) Invalid or Missing Data for Primary Id
U1189,SCP (J1850) Invalid or Missing Data for Primary Id
U1190,SCP (J1850) Invalid or Missing Data for Primary Id
U1191,SCP (J1850) Invalid or Missing Data for Primary Id
U1192,SCP (J1850) Invalid or Missing Data for Primary Id
U1193,SCP (J1850) Invalid or Missing Data for Primary Id
U1194,SCP (J1850) Invalid or Missing Data for Mirrors
U1195,SCP (J1850) Invalid or Missing Data for Mirrors
U1196,SCP (J1850) Invalid or Missing Data for Door Locks
U1197,SCP (J1850) Invalid or Missing Data for Door Locks
U1198,SCP (J1850) Invalid or Missing Data for External Access (Doors)
U1199,SCP (J1850) Invalid or Missing Data for External Access (Doors)
U1200,SCP (J1850) Invalid or Missing Data for Seat Motion / Control
U1201,SCP (J1850) Invalid or Missing Data for Seat Motion / Control
U1202,SCP (J1850) Invalid or Missing Data for Windows
U1203,SCP (J1850) Invalid or Missing Data for Windows
U1204,SCP (J1850) Invalid or Missing Data for Steering Column
U1205,SCP (J1850) Invalid or Missing Data for Steering Column
U1206,SCP (J1850) Invalid or Missing Data for Primary Id
U1207,SCP (J1850) Invalid or Missing Data for Primary Id
U1208,SCP (J1850) Invalid or Missing Data for Seat Switches
U1209,SCP (J1850) Invalid or Missing Data for Seat Switches
U1210,SCP (J1850) Invalid or Missing Data for Restraints
U1211,SCP (J1850) Invalid or Missing Data for Restraints
U1212,SCP (J1850) Invalid or Missing Data for Primary Id
U1213,SCP (J1850) Invalid or Missing Data for Primary Id
U1214,SCP (J1850) Invalid or Missing Data for Primary Id
U1215,SCP (J1850) Invalid or Missing Data for Primary Id
U1216,SCP (J1850) Invalid or Missing Data for External Lamp Outage
U1217,SCP (J1850) Invalid or Missing Data for External Lamp Outage
U1218,SCP (J1850) Invalid or Missing Data for External Lamps
U1219,SCP (J1850) Invalid or Missing Data for External Lamps
U1220,SCP (J1850) Invalid or Missing Data for Interior Lamp Outage
U1221,SCP (J1850) Invalid or Missing Data for Interior Lamp Outage
U1222,SCP (J1850) Invalid or Missing Data for Interior Lamps
U1223,SCP (J1850) Invalid or Missing Data for Interior Lamps
U1224,SCP (J1850) Invalid or Missing Data for Primary Id
U1225,SCP (J1850) Invalid or Missing Data for Primary Id
U1226,SCP (J1850) Invalid or Missing Data for Body Status Request
U1227,SCP (J1850) Invalid or Missing Data for Body Status Request
U1228,SCP (J1850) Invalid or Missing Data for Tires
